"name","player","pos","team","overallRank","projections","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_nfl","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","pick","sdPts","sdPick","risk","positionRank","vor"
"CRAIGSTEVENS","Craig Stevens","TE","TEN",359,12.35,NA,NA,NA,NA,NA,15.8,NA,NA,8.9,12.35,12.35,NA,4.87903679018718,NA,2.41851763954755,77,-93.4251391042773
"DEANTHONYTHOMAS","De'Anthony Thomas","RB","KC",360,24.6,33.8,28.9,34.7,NA,NA,0.4,20.9,NA,27.8,24.2,24.6,192.5,12.763293723278,1.5,3.14533902253761,104,-93.4287541319807
"LORENZOTALIAFERRO","Lorenzo Taliaferro","RB","BAL",361,24.3066752956012,53.5,23,22,NA,NA,25.5,NA,NA,NA,31,24.3066752956012,NA,15.0720491860485,NA,4.92892095588291,105,-93.7220788363795
"LACHESEASTRUNK","Lache Seastrunk","RB","WAS",362,24.2928687241384,25.9,52.4,22.8,NA,NA,7.9,NA,NA,15.4,24.86,24.2928687241384,NA,16.8886648376951,NA,5.37632921747317,106,-93.7358854078423
"LOUISMURPHY","Louis Murphy","WR","TB",363,29.75,44.2,20.6,NA,NA,NA,9.8,NA,NA,41.9,29.4,29.75,NA,16.6991766264089,NA,5.3296607925223,153,-94.2114678956361
"CHARLESSIMS","Charles Sims","RB","TB",364,23.69,43,23.1,12.9,NA,NA,15.7,34.1,43,14.86,26.3,23.69,169.7,13.2332747989589,19.9,5.11443312353727,107,-94.3387541319807
"VIRGILGREEN","Virgil Green","TE","DEN",365,11.4,NA,NA,NA,NA,NA,5.6,NA,NA,17.2,11.4,11.4,NA,8.20243866176395,NA,3.2370272965464,78,-94.3751391042773
"DREWDAVIS","Drew Davis","WR","ATL",366,29.4273778010682,39.2,31.9,NA,NA,NA,48.5,7.7,25.3,10.95,27.2583333333333,29.4273778010682,NA,15.9228269056304,NA,5.13845618705457,154,-94.534090094568
"MATTSPAETH","Matt Spaeth","TE","PIT",367,11.215,NA,NA,NA,NA,NA,10,NA,NA,12.43,11.215,11.215,NA,1.71826947828331,NA,1.6400627104444,79,-94.5601391042773
"JURONCRINER","Juron Criner","WR","OAK",368,29.375,43.2,NA,NA,NA,NA,16.3,NA,29,NA,29.5,29.375,NA,13.4569684550422,NA,4.53114806345378,155,-94.5864678956361
"BEARPASCOE","Bear Pascoe","TE","ATL",369,11.145,NA,NA,NA,NA,NA,7.7,NA,NA,14.59,11.145,11.145,NA,4.87196572237531,NA,2.41677612963905,80,-94.6301391042773
"THEORIDDICK","Theo Riddick","RB","DET",370,23.3,18.4,37,23.3,NA,NA,12.2,NA,NA,41.6,26.45,23.3,181.5,12.4358353157317,13.4,4.34107485033781,108,-94.7287541319807
"SHAUNDRAUGHN","Shaun Draughn","RB","CHI",371,23.219994295076,20.1,45.8,19,NA,NA,1.5,NA,59.4,18.04,27.2933333333333,23.219994295076,NA,21.1885692453895,NA,6.43533845495667,109,-94.8087598369047
"RICARDOLOCKETTE","Ricardo Lockette","WR","SEA",372,29.1,NA,29.1,NA,NA,NA,NA,NA,NA,NA,29.1,29.1,NA,NA,NA,NA,156,-94.8614678956361
"STEDMANBAILEY","Stedman Bailey","WR","STL",373,29.04,NA,53.4,NA,NA,NA,20.4,NA,NA,25.63,33.3316666666667,29.04,NA,17.7366184300541,NA,5.58516890369003,157,-94.9214678956361
"JUSTINFORSETT","Justin Forsett","RB","BAL",374,23.0999965464783,42,28.7,NA,NA,NA,34.5,4.1,NA,29.95,23.175,23.0999965464783,NA,14.262187770465,NA,4.72946286591938,110,-94.9287575855024
"DENNISJOHNSON","Dennis Johnson","RB","HOU",375,22.2,22.2,NA,NA,NA,NA,NA,NA,41.9,NA,21.3666666666667,22.2,NA,13.930003589375,NA,4.64765032243802,111,-95.8287541319807
"DAVIDPAULSON","David Paulson","TE","PIT",376,9.65,NA,NA,NA,NA,NA,5.7,13.6,NA,NA,9.65,9.65,NA,5.58614357137373,NA,2.59266863039837,81,-96.1251391042773
"JOSHHUFF","Josh Huff","WR","PHI",377,27.75,NA,33.4,NA,NA,NA,21.3,NA,30.3,11.7,24.2416666666667,27.75,NA,9.77253805313645,NA,3.62372188358311,158,-96.2114678956361
"MARCUSHARRIS","Marcus Harris","WR","NYG",378,27.4,NA,27.4,NA,NA,NA,NA,NA,NA,NA,27.4,27.4,NA,NA,NA,NA,159,-96.5614678956361
"GENOSMITH","Geno Smith","QB","NYJ",379,224.110654904527,241.74,218.78,183.86,NA,NA,203.14,231.34,216.88,250.58,219.42,224.110654904527,173.2,22.8481784206719,15,5.78947858763904,28,-96.8433494039547
"MICHAELPRESTON","Michael Preston","WR","TEN",380,27,NA,NA,NA,NA,NA,27,NA,NA,NA,27,27,NA,NA,NA,NA,160,-96.9614678956361
"JOHNKUHN","John Kuhn","RB","GB",381,21.0080335263304,38.2,14.1,NA,NA,NA,NA,8.1,NA,24.34,21.1516666666667,21.0080335263304,NA,13.1767307528587,NA,4.46212924648372,112,-97.0207206056503
"JACKIEBATTLE","Jackie Battle","RB","TEN",382,20.7062947804031,47,5.4,NA,NA,NA,20.5,NA,NA,9.57,20.6175,20.7062947804031,NA,18.7053439333969,NA,5.82375310448997,113,-97.3224593515776
"RONNIEBROWN","Ronnie Brown","RB","HOU",383,20.005,NA,NA,30.4,NA,NA,7.9,NA,46.6,17.02,25.4466666666667,20.005,NA,16.8413063626311,NA,5.36466545525646,114,-98.0237541319807
"DJWILLIAMS","D.J. Williams","TE","NE",384,7.75,NA,NA,NA,NA,NA,NA,15.5,NA,NA,7.75,7.75,NA,NA,NA,NA,82,-98.0251391042773
"RYANTAYLOR","Ryan Taylor","TE","GB",385,7.66,NA,NA,NA,NA,NA,1.6,NA,NA,13.72,7.66,7.66,NA,8.57013418798096,NA,3.32758581178882,83,-98.1151391042773
"JEDCOLLINS","Jed Collins","RB","DET",386,19.91,27.7,10.3,NA,NA,NA,NA,NA,NA,15.94,17.98,19.91,NA,8.87756723432721,NA,3.40330248014214,115,-98.1187541319807
"JAMESHANNA","James Hanna","TE","DAL",387,7.5,NA,NA,NA,NA,NA,7.5,NA,NA,NA,7.5,7.5,NA,NA,NA,NA,84,-98.2751391042773
"JOHNATHANFRANKLIN","Johnathan Franklin","RB","GB",388,19.6,NA,NA,NA,NA,NA,NA,11.8,31.4,NA,19.6,19.6,NA,13.8592929112563,NA,4.63023522335294,116,-98.4287541319807
"JOHNPHILLIPS","John Phillips","TE","SDC",389,6.9,NA,NA,NA,NA,NA,6.9,NA,NA,NA,6.9,6.9,NA,NA,NA,NA,85,-98.8751391042773
"RISHARDMATTHEWS","Rishard Matthews","WR","MIA",390,24.4,NA,22.4,NA,NA,NA,30.2,7.7,37.3,NA,24.4,24.4,NA,12.6877894055663,NA,4.34170949890892,161,-99.5614678956361
"LEONARDHANKERSON","Leonard Hankerson","WR","WAS",391,24,55.2,18,NA,NA,NA,37.1,7.6,16.9,NA,27,24,NA,19.08279329658,NA,5.91671385998443,162,-99.9614678956361
"MIKETHOMAS","Mike Thomas","WR","HOU",392,23.25,NA,NA,NA,NA,NA,1.9,NA,NA,44.6,23.25,23.25,NA,30.1934595566656,NA,8.65312311200683,163,-100.711467895636
"DARYLRICHARDSON","Daryl Richardson","RB","NYJ",393,17.2186056325148,22.7,14.2,NA,NA,NA,11.9,6.7,44.3,NA,16.3,17.2186056325148,NA,14.7810013192612,NA,4.85723973922,117,-100.810148499466
"NILESPAUL","Niles Paul","TE","WAS",394,4.7,NA,NA,NA,NA,NA,4.7,NA,NA,NA,4.7,4.7,NA,NA,NA,NA,86,-101.075139104277
"ROBERTHERRON","Robert Herron","WR","TB",395,22.725,49.3,20,NA,NA,NA,17.5,NA,NA,16.4,25.8,22.725,NA,15.7389114405455,NA,5.09316025533747,164,-101.236467895636
"ANTHONYSHERMAN","Anthony Sherman","RB","KC",396,16.77,20.2,17.1,NA,NA,NA,NA,NA,NA,15.69,17.6633333333333,16.77,NA,2.30716998362352,NA,1.78510106850603,118,-101.258754131981
"DWAYNEHARRIS","Dwayne Harris","WR","DAL",397,22.68,NA,NA,NA,NA,NA,32.5,NA,44,3.76,19.8983333333333,22.68,NA,20.7263728938117,NA,6.32150564393506,165,-101.281467895636
"DAMIANWILLIAMS","Damian Williams","WR","MIA",398,22.575,45.5,25.1,NA,NA,NA,8.5,17.2,NA,NA,24.075,22.575,NA,15.8106240652712,NA,5.11082212053914,166,-101.386467895636
"MICHAELEGNEW","Michael Egnew","TE","MIA",399,4.1,NA,NA,NA,NA,NA,4.1,NA,NA,NA,4.1,4.1,NA,NA,NA,NA,87,-101.675139104277
"LEESMITH","Lee Smith","TE","BUF",400,4,NA,NA,NA,NA,NA,4,NA,NA,NA,4,4,NA,NA,NA,NA,88,-101.775139104277
"JAMESCASEY","James Casey","TE","PHI",401,3.8,NA,NA,NA,NA,NA,3.8,NA,NA,NA,3.8,3.8,NA,NA,NA,NA,89,-101.975139104277
"TYLERGAFFNEY","Tyler Gaffney","RB","NE",402,15.4,NA,NA,NA,NA,NA,NA,NA,30.8,NA,15.4,15.4,NA,NA,NA,NA,119,-102.628754131981
"NICKTOON","Nick Toon","WR","NO",403,21.3280335263304,NA,NA,NA,NA,NA,59.6,8.8,22.5,15,26.475,21.3280335263304,NA,22.7826505628003,NA,6.827939471253,167,-102.633434369306
"FRANKSUMMERS","Frank Summers","RB","BUF",404,15.1025,25,10.4,NA,NA,NA,NA,NA,NA,13.61,16.3366666666667,15.1025,NA,7.67242030478866,NA,3.10649082809183,120,-102.926254131981
"BRUCEMILLER","Bruce Miller","RB","SF",405,15.04,23.5,11.6,NA,NA,NA,NA,NA,NA,18.36,17.82,15.04,NA,5.96834985569713,NA,2.6868009522701,121,-102.988754131981
"MICHAELCOX","Michael Cox","RB","NYG",406,14.9519960159204,10.5,NA,NA,NA,NA,21,NA,NA,9.3,10.1666666666667,14.9519960159204,NA,6.43661401670164,NA,2.80212818401015,122,-103.07675811606
"DAVONEBESS","Davone Bess","WR",NA,407,20.8,NA,NA,NA,NA,NA,NA,NA,20.8,NA,20.8,20.8,NA,NA,NA,NA,168,-103.161467895636
"TAYLORTHOMPSON","Taylor Thompson","TE","TEN",408,2.5,NA,NA,NA,NA,NA,2.5,NA,NA,NA,2.5,2.5,NA,NA,NA,NA,90,-103.275139104277
"ERIKLORIG","Erik Lorig","RB","NO",409,14.72,16.9,14.1,NA,NA,NA,NA,NA,NA,11.53,14.1766666666667,14.72,NA,2.68582079322753,NA,1.8783577242665,123,-103.308754131981
"CHRISRAINEY","Chris Rainey","RB","IND",410,14.6,14.6,NA,NA,NA,NA,NA,NA,NA,NA,14.6,14.6,NA,NA,NA,NA,124,-103.428754131981
"STEPHENHOUSTON","Stephen Houston","RB","PIT",411,14.5,NA,NA,NA,NA,NA,14.5,NA,NA,NA,14.5,14.5,NA,NA,NA,NA,125,-103.528754131981
"CHARLESJOHNSON","Charles Johnson","WR","CLE",412,20,NA,34.1,NA,NA,NA,9.9,6.4,NA,31.6,20.3333333333333,20,195,14.3682520393633,3.7,3.57149428291654,169,-103.961467895636
"EDWINBAKER","Edwin Baker","RB","CLE",413,13.9663250101648,9.7,5.5,18.1,NA,NA,39.8,NA,NA,NA,18.1083333333333,13.9663250101648,NA,15.2762069899566,NA,4.97920230629063,126,-104.062429121816
"JOSHMORGAN","Josh Morgan","WR","CHI",414,19.6500044818255,47.3,NA,NA,NA,NA,10.6,11.4,30.1,9.56,18.0066666666667,19.6500044818255,NA,16.6023889847214,NA,5.30582328431216,170,-104.311463413811
"DANTEROSARIO","Dante Rosario","TE","CHI",415,1.3,NA,NA,NA,NA,NA,1.3,NA,NA,NA,1.3,1.3,NA,NA,NA,NA,91,-104.475139104277
"MARIONGRICE","Marion Grice","RB","SD",416,13.09502436925,20.6,NA,NA,NA,NA,1,NA,48.5,NA,17.525,13.09502436925,NA,23.8705536871966,NA,7.09587553424109,127,-104.933729762731
"CEDRICPEERMAN","Cedric Peerman","RB","CIN",417,12.9,10.1,15.2,NA,NA,NA,21.6,NA,NA,NA,15.6333333333333,12.9,NA,5.76223336331785,NA,2.63603720295586,128,-105.128754131981
"LAMICHAELJAMES","LaMichael James","RB","SF",418,12.8943579413804,9.8,6.8,NA,NA,NA,27,NA,NA,18.57,12.414,12.8943579413804,NA,9.12592780671277,NA,3.46447038422679,129,-105.1343961906
"ORSONCHARLES","Orson Charles","RB","CIN",419,12.8,12.8,NA,NA,NA,NA,NA,NA,NA,NA,12.8,12.8,NA,NA,NA,NA,130,-105.228754131981
"WILLIAMPOWELL","William Powell","RB","HOU",419,12.8,NA,NA,NA,NA,NA,12.8,NA,NA,NA,12.8,12.8,NA,NA,NA,NA,130,-105.228754131981
"STORMJOHNSON","Storm Johnson","RB","JAC",421,12.67,33.7,10.7,15.6,NA,NA,1,NA,NA,12.63,14.706,12.67,162.5,11.9350483869987,21.5,5.1207581401583,132,-105.358754131981
"DANIELFELLS","Daniel Fells","TE","NYG",422,0.4,NA,NA,NA,NA,NA,0.4,NA,NA,NA,0.4,0.4,NA,NA,NA,NA,92,-105.375139104277
"GARRETTCELEK","Garrett Celek","TE","SFO",423,0.3,NA,NA,NA,NA,NA,0.3,NA,NA,NA,0.3,0.3,NA,NA,NA,NA,93,-105.475139104277
"DERRICKCOLEMAN","Derrick Coleman","RB","SEA",424,12.475,23.6,11.7,NA,NA,NA,2.7,NA,NA,NA,12.6666666666667,12.475,NA,10.4834790662897,NA,3.79881719474581,133,-105.553754131981
"TOMMYBOHANON","Tommy Bohanon","RB","NYJ",425,12.415,19.8,6.1,NA,NA,NA,NA,NA,NA,13.28,13.06,12.415,NA,6.85264912278456,NA,2.90459209452659,134,-105.613754131981
"CYRUSGRAY","Cyrus Gray","RB","KC",426,12.325,21.8,4.8,NA,NA,NA,14.2,NA,NA,NA,13.6,12.325,NA,8.51586754241751,NA,3.31422065910401,135,-105.703754131981
"BRANDONWILLIAMS","Brandon Williams","TE","CAR",427,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,94,-105.775139104277
"COLTLYERLA","Colt Lyerla","TE","GBP",427,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,94,-105.775139104277
"CROCKETTGILLMORE","Crockett Gillmore","TE","BAL",427,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,94,-105.775139104277
"MATTHEWMULLIGAN","Matthew Mulligan","TE","CHI",427,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,94,-105.775139104277
"NICKKASA","Nick Kasa","TE","OAK",427,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,94,-105.775139104277
"STANLEYHAVILI","Stanley Havili","RB","IND",432,11.89,15.1,6,NA,NA,NA,17.1,NA,NA,14.96,13.29,11.89,NA,4.95732454723984,NA,2.43779887234712,136,-106.138754131981
"RYANWILLIAMS","Ryan Williams","RB","DAL",433,11.875,20.3,NA,10,NA,NA,14,6.3,NA,NA,12.15,11.875,NA,5.991382700735,NA,2.69247363550858,137,-106.153754131981
"KENJONBARNER","Kenjon Barner","RB","CAR",434,11.740908954131,12.7,11.3,17.9,NA,NA,1.9,NA,NA,11.7,10.98,11.740908954131,NA,5.78446194559183,NA,2.6415118069778,138,-106.28784517785
"DIONLEWIS","Dion Lewis","RB","CLE",435,11.279348468339,24.9,NA,NA,NA,NA,2.7,16.6,NA,NA,11.05,11.279348468339,NA,11.2171000411574,NA,3.97949827868022,139,-106.749405663642
"MICHAELFORD","Michael Ford","RB","CHI",436,10.975,20.1,13.7,NA,NA,NA,1.6,NA,NA,NA,11.8,10.975,NA,9.39521154631443,NA,3.53079138597556,140,-107.053754131981
"TANDONDOSS","Tandon Doss","WR","JAC",437,16.85,NA,NA,NA,NA,NA,6.8,NA,26.9,NA,16.85,16.85,NA,14.2128463018496,NA,4.71731071877835,171,-107.111467895636
"KYLEWILLIAMS","Kyle Williams","WR","KC",438,16.675,39.2,NA,NA,NA,NA,6.7,NA,NA,10.75,18.9666666666667,16.675,NA,17.7108958930183,NA,5.57883378510377,172,-107.286467895636
"WILLJOHNSON","Will Johnson","RB","PIT",439,10.065,16.8,4.7,NA,NA,NA,NA,NA,NA,10.13,10.5433333333333,10.065,NA,6.0605802802482,NA,2.7095160785417,141,-107.963754131981
"TRAVISBENJAMIN","Travis Benjamin","WR","CLE",440,15.7558826102864,NA,28,NA,NA,NA,15.3,NA,28.8,5.08,15.351,15.7558826102864,NA,11.3158929534232,NA,4.00382965835001,173,-108.20558528535
"JAMESDEVELIN","James Develin","RB","NE",441,9.7,13.4,6,NA,NA,NA,NA,NA,NA,NA,9.7,9.7,NA,5.23259018078045,NA,2.50559313497296,142,-108.328754131981
"JORVORSKIELANE","Jorvorskie Lane","RB","TB",441,9.7,15.7,3.7,NA,NA,NA,NA,NA,NA,NA,9.7,9.7,NA,8.48528137423857,NA,3.30668769288673,143,-108.328754131981
"JACOBYFORD","Jacoby Ford","WR","NYJ",443,15.55,NA,23.6,NA,NA,NA,6.8,24.9,16.5,NA,18.3833333333333,15.55,NA,8.2995983838577,NA,3.2609564432094,174,-108.411467895636
"JUSTINBROWN","Justin Brown","WR","PIT",443,15.55,NA,31.1,NA,NA,NA,NA,NA,NA,NA,15.55,15.55,NA,NA,NA,NA,174,-108.411467895636
"JALENPARMELE","Jalen Parmele","RB","ARI",445,9.6,9.6,NA,NA,NA,NA,NA,NA,NA,NA,9.6,9.6,NA,NA,NA,NA,144,-108.428754131981
"MIKEGILLISLEE","Mike Gillislee","RB","MIA",446,9.55212637536989,8,22.1,NA,NA,NA,4.8,10.5,NA,NA,9.08,9.55212637536989,NA,7.53679861302751,NA,3.07308901010695,145,-108.476627756611
"JEROMEFELTON","Jerome Felton","RB","MIN",447,9.4,13.3,5.5,NA,NA,NA,NA,NA,NA,NA,9.4,9.4,NA,5.51543289325507,NA,2.57525353131329,146,-108.628754131981
"BRENTONBERSIN","Brenton Bersin","WR","CAR",448,14.8,NA,NA,NA,NA,NA,NA,NA,NA,14.8,14.8,14.8,NA,NA,NA,NA,176,-109.161467895636
"MYLESWHITE","Myles White","WR","GB",449,14.7,NA,NA,NA,NA,NA,1.3,30.1,NA,NA,14.7,14.7,NA,20.3646752981726,NA,6.23242433918047,177,-109.261467895636
"KYLEJUSZCZYK","Kyle Juszczyk","RB","BAL",450,8.4,14.8,15.2,NA,NA,NA,NA,6.2,NA,NA,12.0666666666667,8.4,NA,5.08461732417823,NA,2.46914938944267,147,-109.628754131981
"ANTONESMITH","Antone Smith","RB","ATL",451,8.33067337941382,4.1,15.1,NA,NA,NA,15,NA,NA,NA,8.55,8.33067337941382,NA,6.3221831672295,NA,2.77394538849794,148,-109.698080752567
"JOEMCKNIGHT","Joe McKnight","RB","KC",452,8.25,12.7,NA,NA,NA,NA,3.8,NA,NA,NA,8.25,8.25,NA,6.29325035256027,NA,2.76681962124919,149,-109.778754131981
"LEONWASHINGTON","Leon Washington","RB","TEN",453,8.1,11,5.2,NA,NA,NA,NA,NA,NA,NA,8.1,8.1,NA,4.10121933088198,NA,2.22695154961165,150,-109.928754131981
"JOSHBOYCE","Josh Boyce","WR","NE",454,13.9,NA,NA,NA,NA,NA,14,NA,26.1,NA,13.3666666666667,13.9,NA,8.55599205235723,NA,3.32410279197181,178,-110.061467895636
"EVANROYSTER","Evan Royster","RB","WAS",455,7.7,7.3,NA,NA,NA,NA,8.1,NA,NA,NA,7.7,7.7,NA,0.565685424949237,NA,1.35619659535757,151,-110.328754131981
"JEWELHAMPTON","Jewel Hampton","RB","SFO",456,7.6,NA,NA,NA,NA,NA,7.6,NA,NA,NA,7.6,7.6,NA,NA,NA,NA,152,-110.428754131981
"JARONBROWN","Jaron Brown","WR","ARI",457,13.3,NA,15,NA,NA,NA,11.6,NA,NA,NA,13.3,13.3,NA,2.40416305603426,NA,1.80898917156969,179,-110.661467895636
"DANESANZENBACHER","Dane Sanzenbacher","WR","CIN",458,13.0125,NA,16.7,NA,NA,NA,13.5,NA,NA,11.95,14.05,13.0125,NA,2.42229230275786,NA,1.81345416379476,180,-110.948967895636
"DOMENIKHIXON","Domenik Hixon","WR",NA,459,13,NA,NA,NA,NA,NA,NA,NA,13,NA,13,13,NA,NA,NA,NA,181,-110.961467895636
"HENRYHYNOSKI","Henry Hynoski","RB","NYG",460,6.9,17.5,3.7,NA,NA,NA,NA,NA,NA,9.65,10.2833333333333,6.9,NA,6.92176518912144,NA,2.92161446194906,153,-111.128754131981
"PATRICKDIMARCO","Patrick DiMarco","RB","ATL",461,6.8675,7.1,5.4,NA,NA,NA,NA,NA,NA,12.17,8.22333333333333,6.8675,NA,3.52202120001191,NA,2.08430275727409,154,-111.161254131981
"TYLERCLUTTS","Tyler Clutts","RB","DAL",462,6.8,12.6,1,NA,NA,NA,NA,NA,NA,NA,6.8,6.8,NA,8.20243866176395,NA,3.2370272965464,155,-111.228754131981
"ALVESTERALEXANDER","Alvester Alexander","RB","PIT",463,6.45,8.7,NA,NA,NA,NA,4.2,NA,NA,NA,6.45,6.45,NA,3.18198051533946,NA,2.00055526150559,156,-111.578754131981
"DANHERRON","Dan Herron","RB","IND",464,6.4,NA,36,NA,NA,NA,7.8,NA,NA,NA,14.2666666666667,6.4,NA,19.9404112294606,NA,6.12793374466997,157,-111.628754131981
"COLLINMOONEY","Collin Mooney","RB","TEN",465,6.2,11,1.4,NA,NA,NA,NA,NA,NA,NA,6.2,6.2,NA,6.78822509939086,NA,2.88872531484476,158,-111.828754131981
"JEREMYSTEWART","Jeremy Stewart","RB","OAK",466,6.15,11.8,NA,NA,NA,NA,0.5,NA,NA,NA,6.15,6.15,NA,7.99030662740799,NA,3.18478199929115,159,-111.878754131981
"LAVELLEHAWKINS","Lavelle Hawkins","WR","TB",467,11.9,NA,NA,NA,NA,NA,NA,11.9,NA,NA,11.9,11.9,NA,NA,NA,NA,182,-112.061467895636
"ISAIAHPEAD","Isaiah Pead","RB","STL",468,5.15,10.3,NA,NA,NA,NA,NA,NA,44.9,NA,13.8,5.15,NA,24.4658946290545,NA,7.24250008611521,160,-112.878754131981
"WILLTAUFOOU","Will Ta'ufo'ou","RB","JAC",469,5.11,8.2,2.9,NA,NA,NA,NA,NA,NA,8.54,6.54666666666667,5.11,NA,3.16267818997339,NA,1.99580135562084,161,-112.918754131981
"JAYPROSCH","Jay Prosch","RB","HOU",470,4.9,7.6,2.2,NA,NA,NA,NA,NA,NA,NA,4.9,4.9,NA,3.81837661840736,NA,2.15729115327133,162,-113.128754131981
"ANTHONYARMSTRONG","Anthony Armstrong","WR","CLE",471,10.75,NA,NA,NA,NA,NA,NA,NA,NA,10.75,10.75,10.75,NA,NA,NA,NA,183,-113.211467895636
"JOSEPHMORGAN","Joseph Morgan","WR","NOS",472,10.6,NA,NA,NA,NA,NA,10.6,NA,NA,NA,10.6,10.6,NA,NA,NA,NA,184,-113.361467895636
"BRITTANGOLDEN","Brittan Golden","WR","ARI",473,10.3,NA,NA,NA,NA,NA,10.3,NA,NA,NA,10.3,10.3,NA,NA,NA,NA,185,-113.661467895636
"MIGUELMAYSONET","Miguel Maysonet","RB","PIT",474,4.2,NA,4.2,NA,NA,NA,NA,NA,NA,NA,4.2,4.2,NA,NA,NA,NA,163,-113.828754131981
"MARCUSTHIGPEN","Marcus Thigpen","WR","MIA",475,9.8,NA,NA,NA,NA,NA,9.8,NA,NA,NA,9.8,9.8,NA,NA,NA,NA,186,-114.161467895636
"TONYFIAMMETTA","Tony Fiammetta","RB","CHI",476,3.375,13.8,4.4,NA,NA,NA,2.1,NA,NA,NA,6.76666666666667,3.375,NA,6.198655768256,NA,2.74352223388986,164,-114.653754131981
"LONNIEPRYOR","Lonnie Pryor","RB","TB",477,3,NA,3,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,165,-115.028754131981
"PHILLIPTANNER","Phillip Tanner","RB","IND",478,2.8,NA,NA,NA,NA,NA,2.8,NA,NA,NA,2.8,2.8,NA,NA,NA,NA,166,-115.228754131981
"DEONTETHOMPSON","Deonte Thompson","WR","BAL",479,8.6,NA,NA,NA,NA,NA,8.6,NA,NA,NA,8.6,8.6,NA,NA,NA,NA,187,-115.361467895636
"JEFFDEMPS","Jeff Demps","RB","TBB",480,2.3,NA,NA,NA,NA,NA,2.3,NA,NA,NA,2.3,2.3,NA,NA,NA,NA,167,-115.728754131981
"TAVARRESKING","Tavarres King","WR","CAR",481,7.4,NA,NA,NA,NA,NA,NA,NA,NA,14.8,7.4,7.4,NA,NA,NA,NA,188,-116.561467895636
"TAURENPOOLE","Tauren Poole","RB","PIT",482,1.4,NA,NA,NA,NA,NA,1.4,NA,NA,NA,1.4,1.4,NA,NA,NA,NA,168,-116.628754131981
"MICHAELHILL","Michael Hill","RB","GBP",483,1.3,NA,NA,NA,NA,NA,1.3,NA,NA,NA,1.3,1.3,NA,NA,NA,NA,169,-116.728754131981
"SPENCERWARE","Spencer Ware","RB","SEA",484,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,170,-117.028754131981
"ALEXGREEN","Alex Green","RB","NYJ",485,0.8,NA,NA,NA,NA,NA,0.8,NA,NA,NA,0.8,0.8,NA,NA,NA,NA,171,-117.228754131981
"TJJONES","T.J. Jones","WR","DET",486,6.55,NA,13.1,NA,NA,NA,NA,NA,NA,NA,6.55,6.55,NA,NA,NA,NA,189,-117.411467895636
"CHASEREYNOLDS","Chase Reynolds","RB","STL",487,0.6,NA,NA,NA,NA,NA,0.6,NA,NA,NA,0.6,0.6,NA,NA,NA,NA,172,-117.428754131981
"CIERREWOOD","Cierre Wood","RB","BAL",488,0.2,NA,NA,NA,NA,NA,0.4,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,173,-117.828754131981
"JONASGRAY","Jonas Gray","RB","NEP",488,0.2,NA,NA,NA,NA,NA,0.2,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,173,-117.828754131981
"JOSHVAUGHAN","Josh Vaughan","RB","ATL",490,0.1,NA,NA,NA,NA,NA,0.1,NA,NA,NA,0.1,0.1,NA,NA,NA,NA,175,-117.928754131981
"KENDALLGASKINS","Kendall Gaskins","RB","NYG",490,0.1,NA,NA,NA,NA,NA,0.1,NA,NA,NA,0.1,0.1,NA,NA,NA,NA,175,-117.928754131981
"REXBURKHEAD","Rex Burkhead","RB","CIN",490,0.1,NA,NA,NA,NA,NA,0.1,NA,NA,NA,0.1,0.1,NA,NA,NA,NA,175,-117.928754131981
"RONNIEWINGO","Ronnie Wingo","RB","BUF",490,0.1,NA,NA,NA,NA,NA,0.1,NA,NA,NA,0.1,0.1,NA,NA,NA,NA,175,-117.928754131981
"ANTONIOANDREWS","Antonio Andrews","RB","TEN",494,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,179,-118.028754131981
"BENMALENA","Ben Malena","RB","DAL",494,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,179,-118.028754131981
"BRENNANCLAY","Brennan Clay","RB","DEN",494,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,179,-118.028754131981
"CHRISTHOMPSON","Chris Thompson","RB","WAS",494,0,16.4,NA,NA,NA,NA,NA,NA,NA,NA,5.46666666666667,0,NA,NA,NA,NA,179,-118.028754131981
"DAVIDFLUELLEN","David Fluellen","RB","PHI",494,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,179,-118.028754131981
